gebouw_id,Huisnummer,HuisnummerExtra,POSTCODE,Object,Oppervlakte,gebruiksdoel1,gebruiksdoel2,gebruiksdoel3
963,2,,4538BJ,,,,,
947,0,,9130,,,,,
951,22,,4381KA,,,,,
945,1,,4414RR,,,,,
960,9,B,9130,,,,,
976,2,,4328KG,,,,,
977,1,,3253LB,,,,,
97,,,3815KL,,,,,
1521,5,,5301PA,,,,,
1868,17,C,4205PG,,,,,
4091,2-220,,1087HW,,,,,
6,,,2596HR,,,,,
5,,,2596HR,,,,,
4,,,2596HR,,,,,
3,23,,2596HR,,,,,
2,,,2596HR,,,,,
2423,1,,1111aa,,,,,
2460,1,,1111co,,,,,
2459,166,,3526gz,,,,,
2424,1,,2111dd,,,,,
2109,1,,1111aa,,,,,
2333,3,,3621ZA,,,,,
2691,9,,9133MA,,,,,
2702,2,,9405TA,,,,,
2631,16,,2596HR,,,,,
2511,16,,2596HR,,,,,
2571,16,,2596HR,,,,,
2676,16,,2596HR,,,,,
2526,16,,2596HR,,,,,
2704,10,,1786PT,,,,,
2706,93,,9611TE,,,,,
2707,93,,9611TE,,,,,
2699,601,,3196KK,,,,,
2693,40,,2288GK,,,,,
2700,70,,3012CM,,,,,
2708,12,,7761BS,,,,,
2710,33,,7761PK,,,,,
2494,31,,1031HW,,,,,
2692,9,,9133MA,,,,,
2701,2,,9405TA,,,,,
2703,2,,9405TA,,,,,
2574,16,,2596HR,,,,,
2689,16,,2596HR,,,,,
2690,16,,2596HR,,,,,
2529,16,,2596HR,,,,,
2634,16,,2596HR,,,,,
2664,16,,2596HR,,,,,
2573,16,,2596HR,,,,,
2528,16,,2596HR,,,,,
2618,16,,2596HR,,,,,
2663,16,,2596HR,,,,,
2622,16,,2596HR,,,,,
2532,16,,2596HR,,,,,
2621,16,,2596HR,,,,,
2531,16,,2596HR,,,,,
2530,16,,2596HR,,,,,
2620,16,,2596HR,,,,,
2619,16,,2596HR,,,,,
2527,16,,2596HR,,,,,
2617,16,,2596HR,,,,,
2616,16,,2596HR,,,,,
2615,16,,2596HR,,,,,
2525,16,,2596HR,,,,,
2614,16,,2596HR,,,,,
2524,16,,2596HR,,,,,
2623,16,,2596HR,,,,,
2533,16,,2596HR,,,,,
2627,16,,2596HR,,,,,
2537,16,,2596HR,,,,,
2538,16,,2596HR,,,,,
2628,16,,2596HR,,,,,
2626,16,,2596HR,,,,,
2536,16,,2596HR,,,,,
2535,16,,2596HR,,,,,
2625,16,,2596HR,,,,,
2624,16,,2596HR,,,,,
2534,16,,2596HR,,,,,
2541,16,,2596HR,,,,,
2637,16,,2596HR,,,,,
2547,16,,2596HR,,,,,
2636,16,,2596HR,,,,,
2546,16,,2596HR,,,,,
2635,16,,2596HR,,,,,
2545,16,,2596HR,,,,,
2544,16,,2596HR,,,,,
2633,16,,2596HR,,,,,
2543,16,,2596HR,,,,,
2632,16,,2596HR,,,,,
2542,16,,2596HR,,,,,
2540,16,,2596HR,,,,,
2630,16,,2596HR,,,,,
2539,16,,2596HR,,,,,
2629,16,,2596HR,,,,,
2638,16,,2596HR,,,,,
2548,16,,2596HR,,,,,
2552,16,,2596HR,,,,,
2642,16,,2596HR,,,,,
2553,16,,2596HR,,,,,
2643,16,,2596HR,,,,,
2551,16,,2596HR,,,,,
2641,16,,2596HR,,,,,
2640,16,,2596HR,,,,,
2550,16,,2596HR,,,,,
2639,16,,2596HR,,,,,
2549,16,,2596HR,,,,,
2562,16,,2596HR,,,,,
2652,16,,2596HR,,,,,
2561,16,,2596HR,,,,,
2651,16,,2596HR,,,,,
2560,16,,2596HR,,,,,
2650,16,,2596HR,,,,,
2559,16,,2596HR,,,,,
2649,16,,2596HR,,,,,
2558,16,,2596HR,,,,,
2648,16,,2596HR,,,,,
2557,16,,2596HR,,,,,
2647,16,,2596HR,,,,,
2556,16,,2596HR,,,,,
2646,16,,2596HR,,,,,
2555,16,,2596HR,,,,,
2645,16,,2596HR,,,,,
2554,16,,2596HR,,,,,
2644,16,,2596HR,,,,,
2563,16,,2596HR,,,,,
2653,16,,2596HR,,,,,
2567,16,,2596HR,,,,,
2657,16,,2596HR,,,,,
2658,16,,2596HR,,,,,
2568,16,,2596HR,,,,,
2566,16,,2596HR,,,,,
2656,16,,2596HR,,,,,
2565,16,,2596HR,,,,,
2655,16,,2596HR,,,,,
2564,16,,2596HR,,,,,
2654,16,,2596HR,,,,,
2607,16,,2596HR,,,,,
2517,16,,2596HR,,,,,
2606,16,,2596HR,,,,,
2516,16,,2596HR,,,,,
2605,16,,2596HR,,,,,
2515,16,,2596HR,,,,,
2514,16,,2596HR,,,,,
2604,16,,2596HR,,,,,
2603,16,,2596HR,,,,,
2513,16,,2596HR,,,,,
2602,16,,2596HR,,,,,
2512,16,,2596HR,,,,,
2601,16,,2596HR,,,,,
2600,16,,2596HR,,,,,
2510,16,,2596HR,,,,,
2599,16,,2596HR,,,,,
2509,16,,2596HR,,,,,
2608,16,,2596HR,,,,,
2518,16,,2596HR,,,,,
2522,16,,2596HR,,,,,
2612,16,,2596HR,,,,,
2613,16,,2596HR,,,,,
2523,16,,2596HR,,,,,
2611,16,,2596HR,,,,,
2521,16,,2596HR,,,,,
2610,16,,2596HR,,,,,
2520,16,,2596HR,,,,,
2519,16,,2596HR,,,,,
2609,16,,2596HR,,,,,
2667,16,,2596HR,,,,,
2577,16,,2596HR,,,,,
2666,16,,2596HR,,,,,
2576,16,,2596HR,,,,,
2665,16,,2596HR,,,,,
2575,16,,2596HR,,,,,
2662,16,,2596HR,,,,,
2572,16,,2596HR,,,,,
2661,16,,2596HR,,,,,
2660,16,,2596HR,,,,,
2570,16,,2596HR,,,,,
2659,16,,2596HR,,,,,
2569,16,,2596HR,,,,,
2668,16,,2596HR,,,,,
2578,16,,2596HR,,,,,
2582,16,,2596HR,,,,,
2672,16,,2596HR,,,,,
2583,16,,2596HR,,,,,
2673,16,,2596HR,,,,,
2581,16,,2596HR,,,,,
2671,16,,2596HR,,,,,
2580,16,,2596HR,,,,,
2670,16,,2596HR,,,,,
2579,16,,2596HR,,,,,
2669,16,,2596HR,,,,,
2592,16,,2596HR,,,,,
2682,16,,2596HR,,,,,
2591,16,,2596HR,,,,,
2681,16,,2596HR,,,,,
2590,16,,2596HR,,,,,
2680,16,,2596HR,,,,,
2589,16,,2596HR,,,,,
2679,16,,2596HR,,,,,
2588,16,,2596HR,,,,,
2678,16,,2596HR,,,,,
2587,16,,2596HR,,,,,
2677,16,,2596HR,,,,,
2586,16,,2596HR,,,,,
2585,16,,2596HR,,,,,
2675,16,,2596HR,,,,,
2584,16,,2596HR,,,,,
2674,16,,2596HR,,,,,
2593,16,,2596HR,,,,,
2683,16,,2596HR,,,,,
2687,16,,2596HR,,,,,
2597,16,,2596HR,,,,,
2688,16,,2596HR,,,,,
2598,16,,2596HR,,,,,
2686,16,,2596HR,,,,,
2596,16,,2596HR,,,,,
2685,16,,2596HR,,,,,
2595,16,,2596HR,,,,,
2594,16,,2596HR,,,,,
2684,16,,2596HR,,,,,
2705,10,,1786PT,,,,,
2694,40,,2288GK,,,,,
2696,70,,3012CM,,,,,
2695,70,,3012CM,,,,,
2709,12,,7761BS,,,,,
2711,33,,7761PK,,,,,
2698,601,,3196KK,,,,,
2697,601,,3196KK,,,,,
2496,31,,1031HW,,,,,
2503,31,,1031HW,,,,,
2495,31,,1031HW,,,,,
2502,31,,1031HW,,,,,
2497,31,,1031HW,,,,,
2504,31,,1031HW,,,,,
2498,31,,1031HW,,,,,
2505,31,,1031HW,,,,,
2499,31,,1031HW,,,,,
2506,31,,1031HW,,,,,
2500,31,,1031HW,,,,,
2507,31,,1031HW,,,,,
2501,31,,1031HW,,,,,
2508,31,,1031HW,,,,,
399,14,a,3901ET,,,,,
400,14,a,3901ET,,,,,
401,14,a,3901ET,,,,,
402,14,a,3901ET,,,,,
4191,12,,2343BA,,,,,
1468,84,,3086BJ,,,,,
1469,1,,3084RV,,,,,
718,3,,6574NA,,,,,
728,3,,6574NA,,,,,
729,3,,6574NA,,,,,
731,3,,6574NA,,,,,
730,3,,6574NA,,,,,
732,3,,6574NA,,,,,
722,3,,6574NA,,,,,
720,3,,6574NA,,,,,
714,3,,6574NA,,,,,
715,3,,6574NA,,,,,
733,3,,6574NA,,,,,
721,3,,6574NA,,,,,
724,3,,6574NA,,,,,
725,3,,6574NA,,,,,
726,3,,6574NA,,,,,
723,3,,6574NA,,,,,
717,3,,6574NA,,,,,
735,3,,6574NA,,,,,
934,70-78,,3825DH,,,,,
935,17,,3454KB,,,,,
1514,76,,3826EB,,,,,
1515,78,,3826EB,,,,,
1513,80,,3826EB,,,,,
1516,82,,3826EB,,,,,
1526,5,,2514EA,,,,,
1541,21-23,,2514HT,,,,,
4181,21,,7121DA,,,,,
4179,41,,7123EA,,,,,
4185,18,,7106CM,,,,,
4183,9,,7105CG,,,,,
4182,21,a,7552BN,,,,,
4184,2,,7106CM,,,,,
4175,13-15,,7123EA,,,,,
4176,17-19,,7123EA,,,,,
4177,33-35,,7123EA,,,,,
4178,37-39,,7123EA,,,,,
4180,43,,7123EA,,,,,
4186,6,,7101HB,,,,,
199,145,,7006AD,,,,,
1316,4,,3197KM,,,,,
1312,4,,3197KM,,,,,
1313,4,,3197KM,,,,,
2760,21-33,,3087CH,,,,,
2771,12,,3087CH,,,,,
1311,4,,3197KM,,,,,
1314,4,,3197KM,,,,,
905,185,,5046AB,,,,,
906,185,,5046AB,,,,,
907,185,,5046AB,,,,,
908,185,,5046AB,,,,,
124,6,,7006DG,,,,,
110,1,,7232GA,,,,,
115,24,,7255JX,,,,,
120,33,,7221AB,,,,,
130,,,,,,,,
114,3,,7211DC,,,,,
125,49,,7001CT,,,,,
118,25,,7021DL,,,,,
119,23,,7227DC,,,,,
112,4,,7204CV,,,,,
123,24,,7271CD,,,,,
126,4,,7004EL,,,,,
116,14,a,7255XT,,,,,
113,25,,6971VD,,,,,
121,14,,7004HT,,,,,
111,318,,7206CS,,,,,
129,4,,7007LA,,,,,
127,3,,7021HH,,,,,
117,2,,7021XW,,,,,
128,6,,7261LA,,,,,
122,27,,7260AA,,,,,
1984,9,,6034RA,,,,,
1985,59,,1045AX,,,,,
1983,61,,1045AX,,,,,
1846,18,,3454PW,,,,,
330,,,3435CM,,,,,
1665,41,,1332AZ,,,,,
1662,12,,1216SK,,,,,
1661,359,,1216SM,,,,,
3127,9,,1332AL,,,,,
1539,12,,1324KV,,,,,
1664,10,,1216TK,,,,,
1663,4,,1313LA,,,,,
416,30,,1077WX,,,,,
890,25,,NY1022,,,,,
255,101,,3584BB,,,,,
256,1,,1337AW,,,,,
257,1,,1337AW,,,,,
264,101,,3584BB,,,,,
326,101,,3584BB,,,,,
1028,439,,1024TW,,,,,
436,8,,1101CC,,,,,
437,90-92,,1042AX,,,,,
438,90-92,,1042AX,,,,,
439,90-92,,1042AX,,,,,
3080,5,,2595BE,,,,,
3106,5,,2595BE,,,,,
3109,5,,2595BE,,,,,
3077,5,,2595BE,,,,,
3107,5,,2595BE,,,,,
3108,5,,2595BE,,,,,
3110,5,,2595BE,,,,,
3114,5,,2595BE,,,,,
1017,38,,3812GV,,,,,
1042,1,,3821BT,,,,,
1043,3,,3821BT,,,,,
1226,10,,7557EH,,,,,
594,101,,2718TE,,,,,
595,101,,2718TE,,,,,
596,101,,2718TE,,,,,
597,101,,2718TE,,,,,
137,,,,,,,,
142,,,,,,,,
143,,,,,,,,
144,,,,,,,,
146,,,,,,,,
148,,,,,,,,
149,,,,,,,,
145,,,,,,,,
2353,9999,,2516BE,,,,,
2361,4,,2491AE,,,,,
2356,9999,,2516BE,,,,,
2357,46,a,2516BE,,,,,
2360,9999,,2516BD,,,,,
2358,9999,,2516BE,,,,,
2359,9999,,2516AP,,,,,
2362,4,,2491AE,,,,,
2363,4,,2491AE,,,,,
2364,4,,2491AE,,,,,
2365,4,,2491AE,,,,,
2366,4,,2491AE,,,,,
2367,4,,2491AE,,,,,
2354,9999,,2491EK,,,,,
2341,9999,,2516BE,,,,,
2355,9999,,2516BE,,,,,
909,11,,6811CG,,,,,
910,11,,6811CG,,,,,
2317,11,,6811CG,,,,,
2332,11,,6811CG,,,,,
339,,,2515,,,,,
2342,1,,4702VX,,,,,
2343,1,,4702VX,,,,,
2351,9999,,3032AE,,,,,
2344,9999,,3534BK,,,,,
2347,9999,,3511CE,,,,,
2350,,,3534BK,,,,,
2345,9999,,3534BK,,,,,
2346,9999,,3534BK,,,,,
2348,9999,,3511CE,,,,,
2349,9999,,3511CE,,,,,
2352,1,,9753TA,,,,,
630,20,,6129LD,,,,,
629,20,,6129LD,,,,,
628,20,,6129LD,,,,,
627,20,,6129LD,,,,,
1981,9,,6851KJ,,,,,
1217,75-149,,6812AW,,,,,
1094,10,,5617AA,,,,,
104,,,1093NE,,,,,
96,,,1057PH,,,,,
1657,6,,1072CT,,,,,
1444,3,b,3992AL,,,,,
1445,3,b,3992AL,,,,,
1446,3,b,3992AL,,,,,
1967,37,B,3992AL,,,,,
1096,34,,5617BD,,,,,
1095,62,72,5617BD,,,,,
1,13,,8021EV,,,,,
854,42-50,,6921WJ,,,,,
1936,,,1013CN,,,,,
3113,23,,6666BR,,,,,
1614,20,,6716RR,,,,,
1645,10,,6716RP,,,,,
1845,10,,6716RP,,,,,
1864,10,,6716RP,,,,,
1613,10,,6716RP,,,,,
1656,10,,6716RP,,,,,
598,81,,3047AG,,,,,
599,81,,3047AG,,,,,
600,81,,3047AG,,,,,
601,81,,3047AG,,,,,
2048,2,A,5691EN,,,,,
2049,94,,2061DK,,,,,
2047,82,,6571BJ,,,,,
1982,26,,3735KN,,,,,
1974,8,,3161HN,,,,,
1975,1,,1217LT,,,,,
1527,116,,6071PW,,,,,
